ticker,name,報告日,決算日,year,month,positive_probability,negative_probability,gpt_positive,gpt_negative,industry_33,MDA_文字数,input_tokens_1,output_tokens_1
1333,マルハニチロ株式会社,2020-06-25,2020-03-31,2020,03,0.40106,0.59894,0.4,0.6,50,17281,14379,10
1333,マルハニチロ株式会社,2021-06-24,2021-03-31,2021,03,0.0050048362,0.9949951,0.3,0.7,50,14664,12403,10
1333,マルハニチロ株式会社,2022-06-28,2022-03-31,2022,03,0.9979236,0.0020763136,0.7,0.3,50,13777,11691,10
1333,マルハニチロ株式会社,2023-06-27,2023-03-31,2023,03,0.99852425,0.001475763,0.7,0.3,50,14255,12041,10
1333,マルハニチロ株式会社,2024-06-25,2024-03-31,2024,03,0.3992944,0.6007056,0.45,0.55,50,13287,11356,10
1352,株式会社ホウスイ,2018-06-26,2018-03-31,2018,03,0.9985208,0.0014792215,0.6,0.4,6050,6352,6031,10
1352,株式会社ホウスイ,2019-06-24,2019-03-31,2019,03,0.9984869,0.0015131474,0.45,0.55,6050,6243,6013,10
1352,株式会社ホウスイ,2020-06-23,2020-03-31,2020,03,0.004647887,0.99535215,0.65,0.35,6050,6564,6149,10
1352,株式会社ホウスイ,2021-06-23,2021-03-31,2021,03,0.9985262,0.0014738027,0.75,0.25,6050,6452,6042,10
1375,株式会社雪国まいたけ,2021-06-24,2021-03-31,2021,03,0.0044732275,0.99552673,0.6,0.4,50,8310,7409,10
1375,株式会社雪国まいたけ,2022-06-27,2022-03-31,2022,03,0.004899083,0.9951009,0.3,0.7,50,8597,7659,10
1375,株式会社雪国まいたけ,2023-06-28,2023-03-31,2023,03,0.0047230073,0.99527705,0.4,0.6,50,6867,6299,10
1375,株式会社雪国まいたけ,2024-06-27,2024-03-31,2024,03,0.005584288,0.99441576,0.7,0.3,50,7945,7097,10
1379,ホクト株式会社,2014-06-27,2014-03-31,2014,03,0.99850094,0.0014990852,0.6,0.4,50,6939,6269,10
1379,ホクト株式会社,2015-06-26,2015-03-31,2015,03,0.9985025,0.0014974887,0.6,0.4,50,7548,6777,10
1379,ホクト株式会社,2016-06-24,2016-03-31,2016,03,0.99850035,0.001499647,0.4,0.6,50,8364,7409,10
1379,ホクト株式会社,2017-06-23,2017-03-31,2017,03,0.99848986,0.0015100691,0.65,0.35,50,8437,7487,10
1379,ホクト株式会社,2018-06-22,2018-03-31,2018,03,0.93990195,0.060098078,0.6,0.4,50,7562,6811,10
1379,ホクト株式会社,2019-06-21,2019-03-31,2019,03,0.9985227,0.001477321,0.7,0.3,50,7588,6816,10
1379,ホクト株式会社,2020-06-26,2020-03-31,2020,03,0.41860044,0.5813995,0.6,0.4,50,8583,7620,10
1379,ホクト株式会社,2021-06-25,2021-03-31,2021,03,0.0062873214,0.9937126,0.7,0.3,50,8755,7821,10
1379,ホクト株式会社,2022-06-28,2022-03-31,2022,03,0.004601986,0.995398,0.4,0.6,50,8389,7491,10
1379,ホクト株式会社,2023-06-23,2023-03-31,2023,03,0.0049879234,0.9950121,0.4,0.6,50,8350,7501,10
1379,ホクト株式会社,2024-06-21,2024-03-31,2024,03,0.998519,0.0014810312,0.7,0.3,50,8316,7407,10
1384,株式会社ホクリヨウ,2018-06-27,2018-03-31,2018,03,0.9984915,0.0015084171,0.6,0.4,50,4594,4480,10
1384,株式会社ホクリヨウ,2019-06-26,2019-03-31,2019,03,0.99848324,0.0015167219,0.4,0.6,50,4532,4457,10
1384,株式会社ホクリヨウ,2020-06-25,2020-03-31,2020,03,0.004669424,0.9953306,0.4,0.6,50,5045,4913,10
1384,株式会社ホクリヨウ,2021-06-24,2021-03-31,2021,03,0.0046752817,0.99532473,0.4,0.6,50,4683,4590,10
1384,株式会社ホクリヨウ,2022-06-29,2022-03-31,2022,03,0.99850404,0.001496005,0.7,0.3,50,4940,4727,10
1417,株式会社ミライト・ホールディングス,2014-06-27,2014-03-31,2014,03,0.99842525,0.0015747485,0.6,0.4,2050,5439,5175,10
1417,株式会社ミライト・ホールディングス,2015-06-26,2015-03-31,2015,03,0.99842525,0.0015747485,0.7,0.3,2050,5028,4874,10
1417,株式会社ミライト・ホールディングス,2016-06-29,2016-03-31,2016,03,0.99842525,0.0015747485,0.3,0.7,2050,5262,5091,10
1417,株式会社ミライト・ホールディングス,2017-06-29,2017-03-31,2017,03,0.9984182,0.0015817485,0.6,0.4,2050,5508,5186,10
1417,株式会社ミライト・ホールディングス,2018-06-27,2018-03-31,2018,03,0.99852437,0.0014757084,0.8,0.2,2050,5665,5372,10
1417,株式会社ミライト・ホールディングス,2019-06-26,2019-03-31,2019,03,0.9985251,0.0014749118,0.75,0.25,2050,6165,5850,10
1417,株式会社ミライト・ホールディングス,2020-06-25,2020-03-31,2020,03,0.99843293,0.0015671008,0.7,0.3,2050,7827,7199,10
1417,株式会社ミライト・ホールディングス,2021-06-25,2021-03-31,2021,03,0.9984321,0.0015678843,0.7,0.3,2050,6286,5924,10
1417,株式会社ミライト・ホールディングス,2022-06-15,2022-03-31,2022,03,0.9984428,0.0015571794,0.7,0.3,2050,6549,6173,10
1417,株式会社ミライト・ワン（旧会社名株式会社ミライト・ホールディングス）,2023-06-28,2023-03-31,2023,03,0.9984434,0.001556536,0.4,0.6,2050,6136,5822,10
1417,株式会社ミライト・ワン,2024-06-26,2024-03-31,2024,03,0.3981295,0.6018705,0.6,0.4,2050,6568,6159,10
1420,サンヨーホームズ株式会社,2015-06-26,2015-03-31,2015,03,0.9977908,0.0022091854,0.4,0.6,2050,6931,6102,10
1420,サンヨーホームズ株式会社,2016-06-29,2016-03-31,2016,03,0.9977908,0.0022091854,0.2,0.8,2050,6154,5610,10
1420,サンヨーホームズ株式会社,2017-06-29,2017-03-31,2017,03,0.9977908,0.0022091854,0.8,0.2,2050,6659,6019,10
1420,サンヨーホームズ株式会社,2018-06-28,2018-03-31,2018,03,0.006501377,0.9934987,0.6,0.4,2050,6389,5777,10
1420,サンヨーホームズ株式会社,2019-06-26,2019-03-31,2019,03,0.9985227,0.0014773139,0.55,0.45,2050,6486,5855,10
1420,サンヨーホームズ株式会社,2020-06-26,2020-03-31,2020,03,0.90775615,0.092243865,0.45,0.55,2050,5783,5244,10
1420,サンヨーホームズ株式会社,2021-06-25,2021-03-31,2021,03,0.005183719,0.99481624,0.6,0.4,2050,5347,4945,10
1420,サンヨーホームズ株式会社,2022-06-24,2022-03-31,2022,03,0.0050767465,0.9949233,0.4,0.6,2050,6065,5491,10
1448,株式会社スペースバリューホールディングス,2019-06-27,2019-03-31,2019,03,0.9983197,0.0016803129,0.7,0.3,2050,4762,4598,10
1448,株式会社スペースバリューホールディングス,2020-08-12,2020-03-31,2020,03,0.99838555,0.001614415,0.4,0.6,2050,7045,6482,10
1448,株式会社スペースバリューホールディングス,2021-06-30,2021-03-31,2021,03,0.4038154,0.5961846,0.3,0.7,2050,6611,6154,10
1514,住石ホールディングス株式会社,2014-06-27,2014-03-31,2014,03,0.39875087,0.6012491,0.6,0.4,1050,3125,3397,10
1514,住石ホールディングス株式会社,2015-06-26,2015-03-31,2015,03,0.0044784285,0.99552155,0.45,0.55,1050,3430,3688,10
1514,住石ホールディングス株式会社,2016-06-29,2016-03-31,2016,03,0.3993213,0.60067874,0.3,0.7,1050,3112,3395,10
1514,住石ホールディングス株式会社,2017-06-29,2017-03-31,2017,03,0.0046020434,0.995398,0.2,0.8,1050,2725,3073,10
1514,住石ホールディングス株式会社,2018-06-28,2018-03-31,2018,03,0.9985259,0.0014741023,0.7,0.3,1050,3191,3451,10
1514,住石ホールディングス株式会社,2019-06-27,2019-03-31,2019,03,0.998522,0.0014779872,0.65,0.35,1050,3793,3955,10
1514,住石ホールディングス株式会社,2020-06-26,2020-03-31,2020,03,0.004468533,0.9955315,0.3,0.7,1050,4005,4100,10
1514,住石ホールディングス株式会社,2021-06-29,2021-03-31,2021,03,0.0045012655,0.9954987,0.3,0.7,1050,4199,4304,10
1514,住石ホールディングス株式会社,2022-06-29,2022-03-31,2022,03,0.9985241,0.001475927,0.7,0.3,1050,4935,4839,10
1515,日鉄鉱業株式会社,2014-06-27,2014-03-31,2014,03,0.99310315,0.006896888,0.6,0.4,1050,5195,5174,10
1515,日鉄鉱業株式会社,2015-06-26,2015-03-31,2015,03,0.99310315,0.006896888,0.75,0.25,1050,4528,4647,10
1515,日鉄鉱業株式会社,2016-06-29,2016-03-31,2016,03,0.99310315,0.006896888,0.4,0.6,1050,4130,4326,10
1515,日鉄鉱業株式会社,2017-06-29,2017-03-31,2017,03,0.99310315,0.006896888,0.4,0.6,1050,4161,4377,10
1515,日鉄鉱業株式会社,2018-06-28,2018-03-31,2018,03,0.9985252,0.0014748079,0.6,0.4,1050,4953,4980,10
1515,日鉄鉱業株式会社,2019-06-27,2019-03-31,2019,03,0.40759176,0.5924082,0.6,0.4,1050,5097,5121,10
1515,日鉄鉱業株式会社,2020-06-26,2020-03-31,2020,03,0.0044290912,0.99557096,0.4,0.6,1050,6119,5986,10
1515,日鉄鉱業株式会社,2021-06-29,2021-03-31,2021,03,0.9952571,0.004742964,0.45,0.55,1050,4422,4590,10
1515,日鉄鉱業株式会社,2022-06-29,2022-03-31,2022,03,0.0045960792,0.9954039,0.7,0.3,1050,4514,4634,10
1515,日鉄鉱業株式会社,2023-06-29,2023-03-31,2023,03,0.004459738,0.9955402,0.6,0.4,1050,4627,4738,10
1515,日鉄鉱業株式会社,2024-06-27,2024-03-31,2024,03,0.99694484,0.0030551548,0.4,0.6,1050,4507,4655,10
1518,三井松島産業株式会社,2014-06-27,2014-03-31,2014,03,0.9984193,0.0015807097,0.3,0.7,1050,6026,5668,10
1518,三井松島産業株式会社,2015-06-24,2015-03-31,2015,03,0.9984193,0.0015807097,0.3,0.7,1050,6384,5935,10
1518,三井松島産業株式会社,2016-06-24,2016-03-31,2016,03,0.9984193,0.0015807097,0.6,0.4,1050,5947,5558,10
1518,三井松島産業株式会社,2017-06-23,2017-03-31,2017,03,0.9984193,0.0015807097,0.4,0.6,1050,5565,5273,10
1518,三井松島産業株式会社,2018-06-22,2018-03-31,2018,03,0.99845576,0.0015442838,0.75,0.25,1050,4328,4320,10
1518,三井松島ホールディングス株式会社（旧会社名三井松島産業株式会社）,2019-06-21,2019-03-31,2019,03,0.9985261,0.0014738496,0.7,0.3,1050,3997,4038,10
1518,三井松島ホールディングス株式会社,2020-06-19,2020-03-31,2020,03,0.0050044307,0.9949956,0.4,0.6,1050,5430,5229,10
1518,三井松島ホールディングス株式会社,2021-06-18,2021-03-31,2021,03,0.99852544,0.0014746098,0.3,0.7,1050,4237,4226,10
1518,三井松島ホールディングス株式会社,2022-06-17,2022-03-31,2022,03,0.9985258,0.0014742757,0.6,0.4,1050,4179,4176,10
1518,三井松島ホールディングス株式会社,2023-06-19,2023-03-31,2023,03,0.39866957,0.6013304,0.85,0.15,1050,3875,3866,10
1518,三井松島ホールディングス株式会社,2024-06-21,2024-03-31,2024,03,0.99852496,0.0014750649,0.4,0.6,1050,4158,4085,10
1605,国際石油開発帝石株式会社,2014-06-26,2014-03-31,2014,03,0.997332,0.0026680492,0.6,0.4,1050,8088,7238,10
1605,国際石油開発帝石株式会社,2015-06-25,2015-03-31,2015,03,0.0045716064,0.9954283,0.3,0.7,1050,7937,7110,10
1605,国際石油開発帝石株式会社,2016-06-29,2016-03-31,2016,03,0.0045614624,0.9954385,0.3,0.7,1050,8018,7145,10
1605,国際石油開発帝石株式会社,2017-06-28,2017-03-31,2017,03,0.0048612272,0.99513876,0.45,0.55,1050,7988,7114,10
1605,国際石油開発帝石株式会社,2018-06-27,2018-03-31,2018,03,0.99852604,0.0014739782,0.6,0.4,1050,8741,7725,10
1605,国際石油開発帝石株式会社,2019-06-26,2019-03-31,2019,03,0.9967584,0.0032416342,0.7,0.3,1050,8519,7533,10
1662,石油資源開発株式会社,2014-06-26,2014-03-31,2014,03,0.93937135,0.060628597,0.8,0.2,1050,12054,9991,10
1662,石油資源開発株式会社,2015-06-25,2015-03-31,2015,03,0.93937135,0.060628597,0.7,0.3,1050,11601,9666,10
1662,石油資源開発株式会社,2016-06-27,2016-03-31,2016,03,0.92238134,0.07761868,0.2,0.8,1050,11809,9842,10
1662,石油資源開発株式会社,2017-06-28,2017-03-31,2017,03,0.92238134,0.07761868,0.4,0.6,1050,11984,10012,10
1662,石油資源開発株式会社,2018-06-28,2018-03-31,2018,03,0.9985209,0.0014790862,0.45,0.55,1050,12784,10731,10
1662,石油資源開発株式会社,2019-06-27,2019-03-31,2019,03,0.004632626,0.9953674,0.45,0.55,1050,12585,10615,10
1662,石油資源開発株式会社,2020-06-26,2020-03-31,2020,03,0.0045270673,0.99547297,0.6,0.4,1050,12590,10678,10
1662,石油資源開発株式会社,2021-06-28,2021-03-31,2021,03,0.0051468574,0.9948532,0.3,0.7,1050,13688,11524,10
1662,石油資源開発株式会社,2022-06-28,2022-03-31,2022,03,0.4309365,0.5690635,0.45,0.55,1050,13192,11150,10
1662,石油資源開発株式会社,2023-06-27,2023-03-31,2023,03,0.006584345,0.9934156,0.7,0.3,1050,12420,10559,10
1662,石油資源開発株式会社,2024-06-26,2024-03-31,2024,03,0.9985178,0.0014821655,0.4,0.6,1050,12023,10164,10
1717,明豊ファシリティワークス株式会社,2020-06-24,2020-03-31,2020,03,0.004581341,0.99541867,0.6,0.4,2050,8539,7600,10
1717,明豊ファシリティワークス株式会社,2021-06-25,2021-03-31,2021,03,0.9974341,0.0025659122,0.6,0.4,9050,8355,7500,10
1717,明豊ファシリティワークス株式会社,2022-06-24,2022-03-31,2022,03,0.007986975,0.99201304,0.55,0.45,9050,8021,7239,10
1719,株式会社安藤・間,2014-06-27,2014-03-31,2014,03,0.99844766,0.0015522807,0.75,0.25,2050,5864,5696,10
1719,株式会社安藤・間,2015-06-26,2015-03-31,2015,03,0.99844736,0.0015527074,0.6,0.4,2050,5323,5233,10
1719,株式会社安藤・間,2016-06-29,2016-03-31,2016,03,0.9984478,0.0015521714,0.7,0.3,2050,5362,5270,10
1719,株式会社安藤・間,2017-06-29,2017-03-31,2017,03,0.99844724,0.0015528123,0.7,0.3,2050,4659,4682,10
1719,株式会社安藤・間,2018-06-28,2018-03-31,2018,03,0.99852556,0.0014744463,0.4,0.6,2050,7820,7324,10
1719,株式会社安藤・間,2019-06-27,2019-03-31,2019,03,0.9983613,0.0016386525,0.4,0.6,2050,7783,7193,10
1719,株式会社安藤・間,2020-06-26,2020-03-31,2020,03,0.0047417083,0.9952583,0.6,0.4,2050,8743,7933,10
1719,株式会社安藤・間,2021-06-29,2021-03-31,2021,03,0.004681207,0.9953187,0.6,0.4,2050,8224,7514,10
1719,株式会社安藤・間,2022-06-29,2022-03-31,2022,03,0.9981969,0.0018031286,0.4,0.6,2050,8419,7690,10
1719,株式会社安藤・間,2023-06-29,2023-03-31,2023,03,0.3988883,0.6011117,0.4,0.6,2050,8691,7879,10
1719,株式会社安藤・間,2024-06-27,2024-03-31,2024,03,0.99686795,0.0031320401,0.4,0.6,2050,7848,7209,10
1720,東急建設株式会社,2014-06-26,2014-03-31,2014,03,0.42485476,0.57514524,0.6,0.4,2050,8621,7782,10
1720,東急建設株式会社,2015-06-25,2015-03-31,2015,03,0.42485476,0.57514524,0.7,0.3,2050,8727,7861,10
1720,東急建設株式会社,2016-06-27,2016-03-31,2016,03,0.42485476,0.57514524,0.65,0.35,2050,7687,6998,10
1720,東急建設株式会社,2017-06-28,2017-03-31,2017,03,0.99808383,0.0019162028,0.4,0.6,2050,7837,7161,10
1720,東急建設株式会社,2018-06-28,2018-03-31,2018,03,0.99852604,0.0014739935,0.75,0.25,2050,7961,7217,10
1720,東急建設株式会社,2019-06-26,2019-03-31,2019,03,0.9984157,0.0015842234,0.6,0.4,2050,8975,7941,10
1720,東急建設株式会社,2020-06-25,2020-03-31,2020,03,0.39927492,0.6007251,0.4,0.6,2050,9373,8237,10
1720,東急建設株式会社,2021-06-25,2021-03-31,2021,03,0.39913183,0.6008681,0.3,0.7,2050,9281,8174,10
1720,東急建設株式会社,2022-06-27,2022-03-31,2022,03,0.0045198626,0.99548006,0.3,0.7,2050,10418,9151,10
1720,東急建設株式会社,2023-06-28,2023-03-31,2023,03,0.9985178,0.0014822305,0.7,0.3,2050,9065,8019,10
1720,東急建設株式会社,2024-06-26,2024-03-31,2024,03,0.99852604,0.001473981,0.6,0.4,2050,8905,7886,10
1721,コムシスホールディングス株式会社,2014-06-27,2014-03-31,2014,03,0.39939323,0.60060674,0.75,0.25,2050,6746,6288,10
1721,コムシスホールディングス株式会社,2015-06-26,2015-03-31,2015,03,0.40188637,0.5981136,0.6,0.4,2050,6478,5931,10
1721,コムシスホールディングス株式会社,2016-06-29,2016-03-31,2016,03,0.40188637,0.5981136,0.4,0.6,2050,6810,6224,10
1721,コムシスホールディングス株式会社,2017-06-29,2017-03-31,2017,03,0.40188637,0.5981136,0.6,0.4,2050,6719,6125,10
1721,コムシスホールディングス株式会社,2018-06-26,2018-03-31,2018,03,0.9985241,0.0014758811,0.75,0.25,2050,8601,7648,10
1721,コムシスホールディングス株式会社,2019-06-25,2019-03-31,2019,03,0.998524,0.0014759866,0.75,0.25,2050,9597,8459,10
1721,コムシスホールディングス株式会社,2020-06-26,2020-03-31,2020,03,0.9960288,0.0039712307,0.7,0.3,2050,9100,8144,10
1721,コムシスホールディングス株式会社,2021-06-29,2021-03-31,2021,03,0.0044868635,0.99551314,0.7,0.3,2050,8875,7902,10
1721,コムシスホールディングス株式会社,2022-06-29,2022-03-31,2022,03,0.004860775,0.99513924,0.6,0.4,2050,8878,7910,10
1721,コムシスホールディングス株式会社,2023-06-29,2023-03-31,2023,03,0.4002838,0.5997162,0.3,0.7,2050,9148,8108,10
1721,コムシスホールディングス株式会社,2024-06-27,2024-03-31,2024,03,0.00574572,0.9942543,0.7,0.3,2050,9108,8124,10
1722,ミサワホーム株式会社,2018-06-28,2018-03-31,2018,03,0.9985251,0.0014749948,0.6,0.4,2050,6807,6225,10
1722,ミサワホーム株式会社,2019-06-27,2019-03-31,2019,03,0.99736303,0.0026369155,0.75,0.25,2050,7306,6530,10
1726,株式会社ビーアールホールディングス,2016-06-27,2016-03-31,2016,03,0.815016,0.18498403,0.6,0.4,2050,6200,5675,10
1726,株式会社ビーアールホールディングス,2017-06-26,2017-03-31,2017,03,0.85207224,0.14792775,0.7,0.3,2050,6360,5791,10
1726,株式会社ビーアールホールディングス,2018-06-25,2018-03-31,2018,03,0.9985257,0.0014744049,0.6,0.4,2050,7509,6724,10
1726,株式会社ビーアールホールディングス,2019-06-24,2019-03-31,2019,03,0.99852353,0.0014764743,0.45,0.55,2050,7582,6787,10
1726,株式会社ビーアールホールディングス,2020-06-22,2020-03-31,2020,03,0.9492956,0.05070447,0.7,0.3,2050,8546,7498,10
1726,株式会社ビーアールホールディングス,2021-06-21,2021-03-31,2021,03,0.9984963,0.0015037182,0.75,0.25,2050,8559,7476,10
1726,株式会社ビーアールホールディングス,2022-06-20,2022-03-31,2022,03,0.9985238,0.0014762741,0.4,0.6,2050,8328,7307,10
1726,株式会社ビーアールホールディングス,2023-06-19,2023-03-31,2023,03,0.9985133,0.0014867358,0.45,0.55,2050,7702,6768,10
1726,株式会社ビーアールホールディングス,2024-06-19,2024-03-31,2024,03,0.0062192758,0.9937807,0.65,0.35,2050,7715,6777,10
1762,株式会社髙松コンストラクショングループ,2014-06-27,2014-03-31,2014,03,0.99851483,0.0014852061,0.75,0.25,2050,3364,3570,10
1762,株式会社髙松コンストラクショングループ,2015-06-26,2015-03-31,2015,03,0.9985085,0.0014914491,0.8,0.2,2050,3512,3658,10
1762,株式会社髙松コンストラクショングループ,2016-06-24,2016-03-31,2016,03,0.40011138,0.5998886,0.75,0.25,2050,3693,3827,10
1762,株式会社髙松コンストラクショングループ,2017-06-23,2017-03-31,2017,03,0.99852484,0.0014752237,0.8,0.2,2050,3537,3659,10
1762,株式会社髙松コンストラクショングループ,2018-06-28,2018-03-31,2018,03,0.9985133,0.0014866713,0.75,0.25,2050,3871,3978,10
1762,株式会社髙松コンストラクショングループ,2019-06-21,2019-03-31,2019,03,0.99848986,0.0015101619,0.6,0.4,2050,4095,4148,10
1762,株式会社髙松コンストラクショングループ,2020-06-25,2020-03-31,2020,03,0.0065578744,0.99344206,0.7,0.3,2050,5471,5244,10
1762,株式会社髙松コンストラクショングループ,2021-06-24,2021-03-31,2021,03,0.0044931,0.9955069,0.45,0.55,2050,4113,4192,10
1762,株式会社髙松コンストラクショングループ,2022-06-23,2022-03-31,2022,03,0.99852633,0.0014736481,0.4,0.6,2050,3311,3551,10
1762,株式会社髙松コンストラクショングループ,2023-06-22,2023-03-31,2023,03,0.99852633,0.0014736132,0.8,0.2,2050,3215,3461,10
1762,株式会社髙松コンストラクショングループ,2024-06-20,2024-03-31,2024,03,0.004498525,0.99550146,0.6,0.4,2050,3029,3315,10
1768,株式会社ソネック,2016-06-24,2016-03-31,2016,03,0.99848264,0.0015173575,0.6,0.4,2050,6106,5721,10
1768,株式会社ソネック,2017-06-23,2017-03-31,2017,03,0.99783677,0.0021631985,0.75,0.25,2050,5922,5573,10
1768,株式会社ソネック,2018-06-25,2018-03-31,2018,03,0.99852544,0.0014746197,0.6,0.4,2050,6366,5935,10
1768,株式会社ソネック,2019-06-25,2019-03-31,2019,03,0.99852604,0.0014740498,0.7,0.3,2050,6261,5797,10
1768,株式会社ソネック,2020-06-25,2020-03-31,2020,03,0.0049529257,0.9950471,0.6,0.4,2050,6595,6079,10
1768,株式会社ソネック,2021-06-25,2021-03-31,2021,03,0.99693346,0.003066582,0.7,0.3,2050,6507,6006,10
1768,株式会社ソネック,2022-06-24,2022-03-31,2022,03,0.4048965,0.5951035,0.45,0.55,2050,6493,6006,10
1780,株式会社ヤマウラ,2018-06-29,2018-03-31,2018,03,0.9982957,0.0017042966,0.7,0.3,2050,7930,6973,10
1780,株式会社ヤマウラ,2019-06-28,2019-03-31,2019,03,0.9984654,0.0015346244,0.6,0.4,2050,8237,7227,10
1780,株式会社ヤマウラ,2020-06-29,2020-03-31,2020,03,0.9984498,0.0015501938,0.4,0.6,2050,8977,7795,10
1780,株式会社ヤマウラ,2021-06-28,2021-03-31,2021,03,0.9982938,0.0017061919,0.6,0.4,2050,9261,8038,10
1780,株式会社ヤマウラ,2022-06-27,2022-03-31,2022,03,0.9980818,0.0019181828,0.65,0.35,2050,9370,8133,10
1780,株式会社ヤマウラ,2023-07-31,2023-03-31,2023,03,0.0049704057,0.9950296,0.6,0.4,2050,7617,6660,10
1780,株式会社ヤマウラ,2024-06-28,2024-03-31,2024,03,0.0063603907,0.99363965,0.7,0.3,2050,7873,6837,10
1786,オリエンタル白石株式会社,2022-06-23,2022-03-31,2022,03,0.9985091,0.0014908762,0.45,0.55,2050,8985,7946,10
1786,オリエンタル白石株式会社,2023-06-23,2023-03-31,2023,03,0.99844813,0.0015518916,0.65,0.35,2050,8211,7377,10
1786,オリエンタル白石株式会社,2024-06-26,2024-03-31,2024,03,0.9984484,0.0015515937,0.7,0.3,2050,8327,7457,10
1801,大成建設株式会社,2014-06-30,2014-03-31,2014,03,0.99270517,0.0072947834,0.8,0.2,2050,5042,4874,10
1801,大成建設株式会社,2015-06-29,2015-03-31,2015,03,0.9985252,0.001474798,0.75,0.25,2050,5310,5119,10
1801,大成建設株式会社,2016-06-30,2016-03-31,2016,03,0.9985261,0.001473818,0.65,0.35,2050,5439,5184,10
1801,大成建設株式会社,2017-06-30,2017-03-31,2017,03,0.9985253,0.001474666,0.65,0.35,2050,5407,5083,10
1801,大成建設株式会社,2018-06-29,2018-03-31,2018,03,0.9985266,0.001473393,0.85,0.15,2050,5428,5094,10
1801,大成建設株式会社,2019-06-27,2019-03-31,2019,03,0.9984883,0.001511651,0.45,0.55,2050,4867,4650,10
1801,大成建設株式会社,2020-06-25,2020-03-31,2020,03,0.0045844605,0.99541557,0.6,0.4,2050,6521,6030,10
1801,大成建設株式会社,2021-06-28,2021-03-31,2021,03,0.004441849,0.99555814,0.3,0.7,2050,6492,5985,10
1801,大成建設株式会社,2022-06-29,2022-03-31,2022,03,0.9984983,0.0015016956,0.4,0.6,2050,6547,6064,10
1801,大成建設株式会社,2023-06-28,2023-03-31,2023,03,0.99809724,0.0019027502,0.4,0.6,2050,6619,6111,10
